what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1275592101259
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275592108685
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275592124115
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1275592127237
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275592139045
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275592149702
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275592160692
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275592160719
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275592160831
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1275592166260
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275592178863
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275592186717
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275592190953
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275592301403
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275592313514
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1275592314880
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275592318996
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275592396705
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1275592398791
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1275592399970
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275592405832
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275592409271
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275592415534
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275593146491
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1275593147760
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275593163732
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275593198775
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275593207623
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275593213973
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275593217071
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275593317707
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1275593323623
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275593328326
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275593446669
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1275593449535
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275593457983
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275593957425
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275593958578
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594087971
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1275594091267
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594099534
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594162748
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594178862
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594187579
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1275594190576
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1275594190829
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594209978
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594209991
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594209999
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594476323
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1275594478877
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594525245
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594529111
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594544902
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594551460
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594555840
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594558219
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1275594560989
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1275594564985
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594567044
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594569761
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594573472
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594652847
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594653449
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594732030
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1275594733190
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594749887
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594756664
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1275594756680
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594759251
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594827149
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1275594830255
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275594842083
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1275594844427
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1275594845716
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594854789
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594908985
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1275594911393
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275594930675
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275595017689
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275595028138
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275595029092
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275595074898
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1275595156543
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1275595251460
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1275595252265
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1275595254722
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1275595266328
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1275595271160
