what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275324105285
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275324109873
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1275324113467
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1275324124549
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275324132754
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275324139780
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275324141145
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275324141502
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275324141702
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275324141862
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275324142073
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275324142571
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275324142611
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275324142652
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275324142693
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275324142731
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275324142772
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275324142811
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275324143381
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275324154525
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275324159250
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275324160050
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275324161710
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1275324164414
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1275324173495
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275324181327
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275324192297
