what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585014900
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585021931
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585027309
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585056776
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585062020
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585065934
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.edit.text.openLocalFile",1275585065991
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585098237
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585110230
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.newWizard",1275585110248
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585112565
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585228342
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585239646
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585303996
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585311188
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585553137
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1275585559423
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585565418
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585674408
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585681171
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1275585682347
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585682487
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1275585682494
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1275585688924
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1275585692185
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1275585697105
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585709549
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585735207
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1275585737565
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1275585740324
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1275585746005
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1275585752751
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1275585755419
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.DebugLast",1275585762779
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585770938
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585900210
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585907446
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585920308
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1275585930084
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1275585930314
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275585942681
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275585966946
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1275585978018
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275585984756
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275586006433
